,Open,High,Low,Close,Volume,max,min,max_shift,min_shift,rsi,sma_10,previous_rsi,next_rsi,rsi_touch_point,rsi_sell,rsi_buy,sma_shift
2013-12-27 15:00:00,1.38452,1.38466,1.38077,1.38119,5518.740009427071,1.3868,1.3804100000000001,1.38235,1.37988,56.92792800508838,1.3836619999999993,72.00520098275562,59.990655020930205,1,-1,0,1.380881999999999
2014-01-09 11:15:00,1.36174,1.36217,1.36107,1.3612,3365.84002685547,1.3617299999999999,1.3594899999999999,1.36127,1.36017,67.46105264148726,1.3603989999999988,73.59889565802693,62.492666971877384,1,-1,0,1.360819999999999
2014-01-10 18:00:00,1.36725,1.3675700000000002,1.3667799999999999,1.3668,3347.5500273704497,1.36751,1.36364,1.3670200000000001,1.36595,69.58884658683598,1.3659299999999994,72.34744617590792,67.91611679948572,1,-1,0,1.3664289999999994
2014-01-23 15:00:00,1.36398,1.36465,1.36364,1.36364,4281.75003254414,1.36392,1.36276,1.36769,1.36332,68.54373942445187,1.3634449999999987,70.73048069896053,66.08582122373777,1,-1,0,1.3660889999999983
2014-01-23 23:00:00,1.36974,1.36974,1.3693,1.36952,1792.3700148016198,1.36972,1.36884,1.3696,1.36893,68.80259775796802,1.3693479999999982,70.69221947738623,68.89013196835833,1,-1,0,1.3693389999999985
2014-01-24 13:30:00,1.37332,1.37394,1.3718299999999999,1.37257,6255.22003042698,1.3732600000000001,1.36723,1.3719700000000001,1.3677,66.84865590319906,1.368759999999998,70.81550664162546,63.58824107733503,1,-1,0,1.3696159999999984
2014-01-29 11:15:00,1.3684100000000001,1.36846,1.3672799999999998,1.3678299999999999,1914.46000421047,1.36843,1.36629,1.36775,1.3660700000000001,63.49628321007415,1.367156999999999,70.99829316072179,62.568386121566554,1,-1,0,1.3670199999999992
2014-02-07 18:00:00,1.36181,1.36189,1.36122,1.36134,3165.26001858711,1.36181,1.3588,1.36204,1.36096,66.25833195942734,1.3599820000000005,70.08635135219367,67.3371232000431,1,-1,0,1.3614690000000003
2014-02-07 23:00:00,1.3639,1.3639299999999999,1.36329,1.36337,1041.5200041830499,1.3639,1.3619700000000001,1.36371,1.3618,66.46863376317458,1.36288,71.64136437944832,66.89588276779027,1,-1,0,1.3625460000000005
2014-02-11 03:30:00,1.36684,1.36695,1.36673,1.36675,802.840006232262,1.36713,1.3644,1.3669,1.3664399999999999,68.93115549904675,1.365695,70.08867919201003,65.75581660627063,1,-1,0,1.366668
2014-02-13 08:15:00,1.36314,1.36345,1.36265,1.36297,3161.3800128698304,1.36314,1.36086,1.3631,1.36226,69.71205300475128,1.3616130000000006,71.77555852161892,63.5984553382039,1,-1,0,1.3626840000000002
2014-02-13 12:45:00,1.36725,1.36725,1.3665200000000002,1.36661,2338.50000524521,1.36732,1.36251,1.3674600000000001,1.36582,69.24488316865903,1.365701,74.35807068706994,69.6228036262306,1,-1,0,1.3666310000000004
2014-02-14 10:00:00,1.37074,1.3713600000000001,1.3699,1.36992,4611.62001955509,1.37075,1.36756,1.36992,1.36848,62.37813006418382,1.3689519999999997,71.07991338143913,62.378130064183836,1,-1,0,1.369226
2014-02-21 17:45:00,1.37473,1.3752,1.3744,1.37446,3133.54000520706,1.37516,1.37095,1.37427,1.37222,67.64100804763397,1.3731479999999991,70.269583583626,52.42618123666496,1,-1,0,1.3730309999999988
2014-02-24 11:15:00,1.3761700000000001,1.37637,1.3757700000000002,1.37592,1883.2000133991198,1.37618,1.37376,1.37625,1.37363,67.63865322514098,1.3748559999999994,71.21122941917946,69.67148372148655,1,-1,0,1.3754069999999996
2014-02-25 10:30:00,1.3758299999999999,1.37621,1.37522,1.3753600000000001,2179.10000908375,1.37581,1.37384,1.37555,1.37453,64.09715381167143,1.374589999999999,70.1543448951221,63.58348300141674,1,-1,0,1.3750039999999992
2014-02-27 19:00:00,1.37235,1.37268,1.3713899999999999,1.37158,3350.63000357151,1.37237,1.36772,1.37143,1.37081,67.75959590180227,1.3697229999999994,73.19383061686518,66.7688138304314,1,-1,0,1.3711209999999996
2014-02-28 15:30:00,1.3809,1.3815899999999999,1.3800700000000001,1.3805399999999999,4320.06000757217,1.3812200000000001,1.37916,1.38109,1.37937,69.65980620586427,1.3801099999999988,71.63240384281676,70.81982869251621,1,-1,0,1.3802819999999987
2014-02-28 16:15:00,1.38097,1.38135,1.38032,1.38069,3105.58001697063,1.3812200000000001,1.37978,1.38109,1.37937,68.83325060170769,1.3805739999999986,70.4653338028953,61.952392442579374,1,-1,0,1.3801679999999987
2014-03-07 01:45:00,1.38644,1.38648,1.38626,1.3863299999999998,422.310001701117,1.38649,1.386,1.38665,1.38585,69.72520017249178,1.3862229999999987,71.23807582703135,70.79357979897185,1,-1,0,1.3861539999999988
2014-03-07 02:30:00,1.38663,1.38671,1.3861700000000001,1.38638,989.390003979206,1.38665,1.386,1.38624,1.3858,67.7514897639243,1.3863519999999987,71.6137138046446,65.81416985973044,1,-1,0,1.3859529999999987
2014-03-07 14:45:00,1.39028,1.39073,1.38991,1.38995,1873.17000854015,1.39073,1.38846,1.38988,1.38532,69.84960059537259,1.3898489999999988,74.28566760568285,61.631753002378254,1,-1,0,1.3872159999999991
2014-03-12 14:45:00,1.38942,1.3901299999999999,1.38901,1.38921,3203.4300132989897,1.38942,1.38609,1.38958,1.3885299999999998,69.25899840928412,1.3875429999999982,71.24923852310803,63.726818737294955,1,-1,0,1.3888639999999983
2014-03-12 19:30:00,1.3910200000000001,1.39114,1.39094,1.39095,942.7000063657761,1.39104,1.38958,1.39083,1.39,69.70689464649242,1.3905789999999985,70.51142089489171,62.6161858258971,1,-1,0,1.3904989999999984
2014-03-14 16:45:00,1.39245,1.39294,1.39155,1.3916,2765.50001478195,1.3931200000000001,1.3878,1.39242,1.39046,65.05077179703251,1.3904319999999986,71.29250913759783,66.50348112379963,1,-1,0,1.3915729999999984
2014-03-17 16:15:00,1.39402,1.39424,1.39335,1.39382,2747.05001115799,1.39402,1.38955,1.39395,1.39221,69.1813643802151,1.3915399999999987,70.75271860301882,69.64266533645595,1,-1,0,1.3928469999999984
2014-03-24 20:00:00,1.38754,1.38754,1.38434,1.38434,6290.61002728343,1.38754,1.37832,1.38411,1.3836899999999999,65.97655782054593,1.3805979999999987,81.26707255038907,63.88108487130827,1,-1,0,1.3838639999999987
2014-03-31 14:30:00,1.3799700000000001,1.3801,1.37923,1.37923,1702.36000859737,1.3799700000000001,1.37683,1.3795899999999999,1.37828,64.73423304420398,1.3788719999999968,70.91507332212021,64.41478576194206,1,-1,0,1.3788529999999968
2014-04-07 14:30:00,1.37329,1.3734,1.37257,1.37259,1853.8000031709698,1.3732799999999998,1.3715899999999999,1.37428,1.37221,62.124314487877875,1.3723499999999975,71.19951632868752,62.19782058980237,1,-1,0,1.3731429999999976
2014-04-07 16:45:00,1.3743,1.37458,1.37385,1.37408,3760.0700166225397,1.37428,1.37221,1.37458,1.37355,68.97125532334846,1.3730469999999975,71.47768896448942,62.82590390267205,1,-1,0,1.3741829999999975
2014-04-08 16:30:00,1.38056,1.38078,1.37927,1.37971,3752.9700218439098,1.38057,1.3774,1.38052,1.37916,69.12703618582057,1.3788339999999972,77.81013128713158,69.25302731543734,1,-1,0,1.3798869999999972
2014-04-10 04:15:00,1.38683,1.38683,1.3860700000000001,1.3861,984.910007476807,1.38687,1.38523,1.38563,1.38466,63.58924503311377,1.3858529999999973,72.15171064119052,58.8556433392023,1,-1,0,1.3850769999999972
2014-04-10 18:30:00,1.38935,1.38955,1.38857,1.38883,3332.28001642227,1.38934,1.3861299999999999,1.38925,1.38842,65.59523921884102,1.387443999999997,70.46700487413993,67.09763345889684,1,-1,0,1.388839999999997
2014-04-16 09:00:00,1.3828200000000002,1.3830799999999999,1.38259,1.3826,1297.65000116825,1.38284,1.38171,1.38469,1.3819,65.54400032910038,1.3820189999999972,70.55679954729293,69.01935797560252,1,-1,0,1.3834539999999975
2014-04-16 11:00:00,1.3845100000000001,1.3846100000000001,1.3839299999999999,1.3842,2044.3100103139898,1.3845100000000001,1.3819,1.38485,1.38364,68.13499980235149,1.3830859999999974,71.89976991720096,69.38687535516563,1,-1,0,1.3842589999999975
2014-04-16 12:00:00,1.3849200000000002,1.3849200000000002,1.38389,1.3846,2726.28001701832,1.38485,1.3819,1.38432,1.38364,68.41266922963263,1.3838479999999975,71.57638052922434,65.02425190037734,1,-1,0,1.3839209999999973
2014-04-17 13:00:00,1.38598,1.3863,1.3855600000000001,1.38558,1597.36000955105,1.38629,1.3839700000000001,1.3861299999999999,1.38462,66.14162794354193,1.384868999999998,72.00820979678058,68.43234362347202,1,-1,0,1.3854839999999977
2014-04-23 09:15:00,1.38344,1.3837,1.38299,1.3830200000000001,2283.3300060033803,1.38344,1.38152,1.38471,1.38014,68.79406933140126,1.3820009999999983,75.59258737476324,64.57310377860264,1,-1,0,1.3827309999999982
2014-04-28 12:45:00,1.38711,1.38714,1.38655,1.38655,2182.86001336575,1.3875600000000001,1.38646,1.3869799999999999,1.38605,65.97055353803654,1.3868569999999987,72.12296965526603,67.6601159634314,1,-1,0,1.3865919999999985
2014-04-29 10:30:00,1.3872,1.3873799999999998,1.38701,1.3871200000000001,1453.4600020647001,1.3872,1.38625,1.38701,1.3858,69.08681319821194,1.3867739999999986,71.33082673109807,66.07807307996534,1,-1,0,1.3865159999999987
2014-05-06 16:15:00,1.39384,1.39384,1.39307,1.39349,3507.5900193452803,1.3946399999999999,1.39349,1.39327,1.39237,65.65557891881856,1.394066999999999,70.18852714048866,62.13552167014916,1,-1,0,1.3930699999999985
2014-05-08 14:00:00,1.39455,1.39457,1.39396,1.39414,1929.9300096035001,1.39457,1.39363,1.3976600000000001,1.3883299999999998,68.0970886276653,1.3942099999999982,76.38969273878438,58.70549384903846,1,-1,0,1.392627999999998
2014-05-08 15:15:00,1.39534,1.39536,1.39454,1.39454,2644.3100085258498,1.39533,1.39334,1.3976600000000001,1.3858700000000002,61.45488978808517,1.3943639999999982,70.5523569156904,74.90649660767633,1,-1,0,1.3886259999999981
2014-05-08 15:45:00,1.39764,1.39933,1.38955,1.39088,12238.280027389499,1.3976600000000001,1.39088,1.38914,1.3858700000000002,41.654475911733094,1.394314999999998,74.90649660767633,36.27876170038888,1,-1,0,1.386996999999998
2014-05-21 10:00:00,1.37184,1.37196,1.37115,1.37176,3395.23001289368,1.37182,1.3704,1.37184,1.37056,69.50671688486838,1.3708799999999965,70.722629990675,70.22518635801663,1,-1,0,1.3712449999999965
2014-05-21 10:30:00,1.3718299999999999,1.37189,1.3712799999999998,1.37137,2863.23000431061,1.37184,1.3705200000000002,1.37161,1.3703100000000001,61.294050034401046,1.3711039999999965,70.22518635801663,63.770694176815645,1,-1,0,1.3710019999999963
2014-05-26 12:15:00,1.36436,1.36453,1.36417,1.36422,1938.7100137472198,1.36436,1.36266,1.36471,1.3639,68.29550195171542,1.363788999999995,70.88820086179358,67.3691888374915,1,-1,0,1.3642169999999951
2014-05-26 13:00:00,1.36471,1.3647200000000002,1.3642100000000001,1.36445,2135.10000491142,1.36471,1.3634899999999999,1.36436,1.36361,67.17982667816874,1.364084999999995,71.72847254785482,61.20827334150193,1,-1,0,1.364028999999995
2014-05-27 04:15:00,1.36635,1.36636,1.3660299999999999,1.3660700000000001,6502.02001035213,1.36665,1.36448,1.36638,1.36564,66.46438114458448,1.365615999999995,72.04006819915291,66.94527168544666,1,-1,0,1.3660739999999951
2014-06-03 15:30:00,1.3638700000000001,1.36416,1.36343,1.3635700000000002,3575.3800030946704,1.3645200000000002,1.36055,1.36405,1.36206,67.42095652554258,1.362154999999996,70.18532144174534,67.51384371043912,1,-1,0,1.3631339999999958
2014-06-09 10:00:00,1.3665200000000002,1.36653,1.36558,1.36561,2878.5200058221803,1.3665100000000001,1.36435,1.36545,1.3627200000000002,60.69236096674822,1.364933999999995,75.1868069236136,58.57908398741368,1,-1,0,1.3641129999999948
2014-06-16 19:00:00,1.3577,1.3577,1.35691,1.35701,2764.84000098705,1.35769,1.35609,1.3571,1.35664,63.60529880321045,1.3570339999999963,70.5030923287583,61.7353345354287,1,-1,0,1.3568299999999964
2014-06-17 03:30:00,1.35864,1.3587,1.35811,1.35817,1168.6300044059801,1.35864,1.3572,1.3577,1.3559999999999999,64.21345554004793,1.357597999999996,71.87384816000782,57.73601639236207,1,-1,0,1.356765999999996
2014-06-18 17:30:00,1.35774,1.358,1.3575,1.35755,3483.0900118351,1.35775,1.35645,1.3575,1.35665,67.60211414567681,1.3572099999999963,71.24809335070142,61.32567564416659,1,-1,0,1.3570879999999965
2014-06-19 10:15:00,1.3622100000000001,1.36236,1.36176,1.36181,2529.55000913143,1.3625,1.35885,1.36402,1.3613600000000001,69.01348549925792,1.3607219999999962,73.7481385655235,64.13733683060585,1,-1,0,1.363183999999996
2014-06-19 12:15:00,1.36372,1.364,1.36341,1.36342,3157.58000910282,1.36402,1.3613600000000001,1.36355,1.36174,69.52887471599357,1.3628849999999961,72.2713117854006,69.70812896302942,1,-1,0,1.3627709999999962
2014-06-19 13:00:00,1.36355,1.36372,1.36312,1.36325,3446.64000213146,1.36402,1.36168,1.3629200000000001,1.36174,66.8988273207657,1.3633729999999962,70.1243813919619,63.51594324821184,1,-1,0,1.362361999999996
2014-06-24 13:30:00,1.36243,1.36247,1.36215,1.36232,2876.0500240325896,1.36245,1.36144,1.3627,1.36172,68.27744588813785,1.3620319999999966,70.45007499511487,65.65431225905938,1,-1,0,1.3620519999999965
2014-06-25 17:30:00,1.36402,1.36415,1.36362,1.3636700000000002,2147.44000577927,1.3642299999999998,1.36165,1.36395,1.36335,66.68905070539152,1.3636029999999961,71.03889225899322,63.10042413897743,1,-1,0,1.363631999999996
2014-07-09 18:00:00,1.36394,1.36405,1.36353,1.36355,5222.87000632286,1.3639700000000001,1.36046,1.3634,1.36245,67.60749371504556,1.362219999999996,72.47073374037554,65.77349912510752,1,-1,0,1.3628109999999962
2014-07-14 12:00:00,1.36287,1.36301,1.36228,1.36237,2095.19999694824,1.3635700000000002,1.36075,1.36285,1.3619999999999999,62.49028705065318,1.3626689999999964,70.14599145187783,63.82035247183083,1,-1,0,1.3625179999999963
2014-07-21 07:45:00,1.3546,1.3547,1.3542,1.3542,940.1900092363361,1.3546,1.3530000000000002,1.35432,1.3529,65.83968788852404,1.3536019999999953,74.19910168221779,64.50106421956852,1,-1,0,1.3538129999999953
2014-08-08 10:15:00,1.33936,1.33948,1.33823,1.3385,3768.41000151634,1.33942,1.3358700000000001,1.3393700000000002,1.33798,64.40807715524409,1.3373539999999924,73.33585358317606,63.657963921388664,1,-1,0,1.3387979999999926
2014-08-08 17:45:00,1.34208,1.34247,1.3411899999999999,1.3411899999999999,3607.58000409603,1.34208,1.33892,1.34182,1.3408200000000001,63.39528925218083,1.3401939999999923,70.84685491422115,64.71220830557031,1,-1,0,1.3413769999999925
2014-08-13 16:00:00,1.34113,1.34143,1.3395700000000001,1.33969,4201.21001589298,1.34113,1.33569,1.3392,1.33612,65.46042019514617,1.3373949999999906,75.66248575941059,62.44455408960729,1,-1,0,1.3380309999999904
2014-08-15 11:45:00,1.33903,1.33904,1.33831,1.33835,1687.6000051498402,1.33904,1.33651,1.33837,1.33619,62.732610837189725,1.3376689999999907,71.63864828331337,59.78461269110531,1,-1,0,1.3377269999999906
2014-08-22 09:30:00,1.32955,1.32956,1.32941,1.32944,722.709998369217,1.32955,1.32857,1.32917,1.32739,69.88217423416673,1.3289779999999902,72.69186722523938,62.28028894893159,1,-1,0,1.32846899999999
2014-09-09 23:00:00,1.29492,1.29496,1.2943,1.29443,1696.34000406414,1.2949,1.29155,1.29435,1.2935,67.74204458149057,1.2928359999999917,71.29615871016088,67.14234976104443,1,-1,0,1.2939109999999914
2014-09-16 19:30:00,1.2990899999999999,1.2995,1.29739,1.29762,4068.1699919700604,1.2991,1.2939200000000002,1.29703,1.2959,62.42576874728641,1.2956569999999918,72.17202420849937,56.31385412699652,1,-1,0,1.296570999999992
2014-09-23 13:15:00,1.28911,1.28915,1.2884200000000001,1.28843,2067.71999204159,1.28912,1.2871,1.28999,1.28764,66.6527094785141,1.2881309999999924,74.41480836227609,65.40379894587424,1,-1,0,1.2888379999999922
2014-09-23 15:00:00,1.28997,1.28999,1.28894,1.28921,3064.52998459339,1.28999,1.28831,1.28903,1.28587,65.30833736662449,1.2890109999999924,73.50450576372361,63.586021275396455,1,-1,0,1.2878369999999921
2014-10-02 06:45:00,1.26616,1.26633,1.26586,1.26596,2058.6999906301503,1.2664600000000001,1.26225,1.26588,1.26337,69.96242782473924,1.2644059999999915,71.76108259056177,66.70649757499416,1,-1,0,1.2650669999999913
2014-10-06 15:00:00,1.2566899999999999,1.25698,1.25632,1.2564899999999999,3458.3599948883098,1.2567,1.2543600000000001,1.25664,1.2546899999999999,69.50600376930713,1.2557069999999912,71.84772357628823,61.1185295225387,1,-1,0,1.2555409999999911
2014-10-07 00:45:00,1.26585,1.26591,1.26505,1.26532,1238.59999984503,1.26591,1.26434,1.26548,1.2636100000000001,68.88662710924353,1.265344999999991,72.15956053522994,67.68967072919737,1,-1,0,1.264780999999991
2014-10-08 21:15:00,1.27319,1.27365,1.27093,1.27309,5316.45999632031,1.27326,1.26547,1.2741200000000001,1.27237,69.85398012187866,1.2682859999999907,70.61307820010208,71.43229505457602,1,-1,0,1.2734089999999905
2014-10-08 21:45:00,1.27388,1.27475,1.2731,1.27315,4067.74999306351,1.2739200000000002,1.26547,1.2741200000000001,1.27237,67.95779752693724,1.2693419999999906,71.43229505457602,64.68871998078446,1,-1,0,1.2733609999999904
2014-10-09 11:00:00,1.27847,1.2788899999999999,1.27729,1.27741,4064.4299871921503,1.27845,1.27339,1.27796,1.2756,63.91236201222629,1.2756779999999905,70.11358333416847,65.60578783900658,1,-1,0,1.2762839999999904
2014-10-13 05:30:00,1.26936,1.26976,1.26868,1.26886,1933.5399991273898,1.26938,1.26439,1.26929,1.26806,69.6343415099393,1.2668999999999904,73.29037379085865,70.8979936098834,1,-1,0,1.2686759999999904
2014-10-13 06:00:00,1.2693,1.2695100000000001,1.2685,1.26855,1268.3999972343402,1.26938,1.26462,1.26925,1.26759,65.92801543377054,1.2677989999999904,70.8979936098834,65.73138115741195,1,-1,0,1.2684259999999905
2014-10-14 00:45:00,1.27481,1.275,1.27401,1.2741,1421.5599993467301,1.2753700000000001,1.26896,1.27436,1.27167,67.55698774073169,1.2730739999999903,71.9011050253322,66.00439996257377,1,-1,0,1.2731699999999901
2014-10-15 23:30:00,1.2844,1.28441,1.2831,1.28338,1729.92999906838,1.28439,1.27757,1.2837399999999999,1.28155,67.75259450274378,1.28006399999999,71.24816221853581,68.33546844746412,1,-1,0,1.2823619999999898
2014-10-21 08:00:00,1.28234,1.28246,1.28199,1.28221,1289.7999981641801,1.28236,1.27987,1.28369,1.28162,68.95091239355568,1.2811369999999893,70.7720936331506,66.43166570191838,1,-1,0,1.2825439999999892
2014-10-21 09:30:00,1.28368,1.28369,1.28237,1.28246,2358.4399911165196,1.28369,1.2818100000000001,1.28336,1.28111,62.20911028401309,1.2823039999999892,74.60992123141446,55.56952765862404,1,-1,0,1.282063999999989
2014-10-28 15:45:00,1.27493,1.27508,1.2741,1.2741,2989.12999411672,1.27495,1.26997,1.2747899999999999,1.27318,65.51068346543086,1.2729639999999889,71.91421285617919,59.27704525258903,1,-1,0,1.2741239999999887
2014-11-04 06:00:00,1.25263,1.25294,1.25221,1.25237,1249.21999955177,1.25264,1.24963,1.2524600000000001,1.2515100000000001,67.699121924974,1.251091999999988,70.44642078984948,65.12470591363501,1,-1,0,1.2520639999999879
2014-11-04 18:00:00,1.2571299999999999,1.25736,1.2550700000000001,1.25526,5181.39998924732,1.2571,1.25082,1.25575,1.25445,63.603348680378545,1.2530299999999885,74.78846385819284,64.42515818743833,1,-1,0,1.2549299999999883
2014-11-06 07:30:00,1.2524600000000001,1.25278,1.25178,1.25199,3299.00999569893,1.25245,1.24861,1.25248,1.25062,67.52159677272736,1.2504039999999876,71.62646428979834,69.25533080632185,1,-1,0,1.2516569999999883
2014-11-11 21:15:00,1.24926,1.24991,1.24813,1.2482799999999998,3075.69999706745,1.24926,1.2450299999999999,1.24824,1.2472,68.33277506865576,1.2472439999999887,75.276389253377,65.35420061759739,1,-1,0,1.2476929999999888
2014-11-14 19:15:00,1.25276,1.25435,1.2518799999999999,1.25195,4573.68999350071,1.25275,1.2453100000000001,1.25451,1.25138,67.31773066164187,1.2484159999999882,70.43845176155808,67.60103547471935,1,-1,0,1.252585999999988
2014-11-14 21:30:00,1.2545,1.25452,1.25278,1.25306,2170.8899954557396,1.25451,1.25138,1.25282,1.25211,64.90720656002338,1.252535999999988,71.30380561251559,62.42722375921084,1,-1,0,1.2524919999999882
2014-11-18 12:15:00,1.25306,1.25383,1.2515,1.25165,5282.299974203111,1.25306,1.2484,1.2523,1.2503600000000001,67.79905542134111,1.250091999999989,79.32262441726056,66.64262556523445,1,-1,0,1.2513349999999894
2014-11-25 18:00:00,1.24853,1.2486899999999999,1.24767,1.24787,4565.74999449402,1.24852,1.2412299999999998,1.2477,1.24595,68.06438497763139,1.2453279999999887,72.26065721087926,66.931392178225,1,-1,0,1.2469659999999891
2014-12-04 18:45:00,1.2434399999999999,1.24363,1.24291,1.24312,2867.92998898029,1.24501,1.23698,1.24213,1.2362600000000001,69.33684264707269,1.241599999999988,70.531948545914,65.71091104531833,1,-1,0,1.238121999999988
2014-12-08 21:15:00,1.2339200000000001,1.23411,1.23254,1.23286,3160.22998178005,1.23394,1.22959,1.23255,1.23075,67.62218556379823,1.2319369999999892,75.79147624877984,61.2517341715166,1,-1,0,1.2315999999999891
2014-12-09 10:45:00,1.23635,1.23665,1.23525,1.23575,3264.79999649525,1.23635,1.2326700000000002,1.23616,1.23465,67.73248290935169,1.2343989999999894,72.18624486589489,67.00718063324035,1,-1,0,1.2352939999999895
2014-12-09 18:15:00,1.24292,1.24295,1.2411,1.2413299999999998,4081.0299973338792,1.2435399999999999,1.2393399999999999,1.2414399999999999,1.23882,64.25506381815192,1.2413569999999892,72.71872416427895,61.011290138773376,1,-1,0,1.2395499999999893
2014-12-10 21:00:00,1.24445,1.24454,1.2436200000000002,1.24387,2288.81999535859,1.24447,1.2422600000000001,1.24447,1.24355,66.58803029436,1.2431849999999893,71.44884871608174,64.13836271294686,1,-1,0,1.2441019999999896
2014-12-11 03:00:00,1.24894,1.24906,1.24735,1.2481200000000001,2460.58999311924,1.24926,1.2444,1.2460200000000001,1.24511,68.27184553639536,1.2469369999999895,73.81652166145956,56.28928969318583,1,-1,0,1.2456149999999897
2014-12-12 11:15:00,1.2441,1.24539,1.24264,1.24309,3864.8199963569605,1.2441,1.23889,1.24603,1.24263,66.08051387050183,1.2411559999999895,74.6316341038155,66.36169567793281,1,-1,0,1.2438539999999894
