,Open,High,Low,Close,Volume,Date,ma,atr,atr_up,atr_down,direction,last_ma,consecutive,previous_consecutive
2014-11-21 07:00:00,117.80799999999999,117.95299999999999,117.713,117.87200000000001,6417.27001106739,735558.2916666666,,0.2799814586117537,,,0,,0,0.0
2014-11-21 08:00:00,117.87100000000001,118.00399999999999,117.70700000000001,117.802,5228.56000685692,735558.3333333334,,0.28083238568116514,,,0,,0,0.0
2014-11-21 09:00:00,117.803,117.865,117.56200000000001,117.57,6534.550026297571,735558.375,,0.281940766397106,,,0,,0,0.0
2014-11-21 10:00:00,117.569,117.98899999999999,117.507,117.977,10211.800027966501,735558.4166666666,,0.29194372807725,,,0,,0,0.0
2014-11-21 11:00:00,117.979,118.12100000000001,117.59700000000001,117.751,9948.380019068722,735558.4583333334,,0.3035465416733875,,,0,,0,0.0
2014-11-21 12:00:00,117.75399999999999,117.959,117.646,117.93,8870.59002280235,735558.5,,0.30401921458971826,,,0,,0,0.0
2014-11-21 13:00:00,117.93299999999999,118.104,117.756,118.001,7291.420020580291,735558.5416666666,,0.30621825386023227,,,0,,0,0.0
2014-11-21 14:00:00,118.00299999999999,118.074,117.87200000000001,117.98299999999999,6521.75001955032,735558.5833333334,,0.3010073411672199,,,0,,0,0.0
2014-11-21 15:00:00,117.98100000000001,117.98700000000001,117.822,117.861,7587.98001861572,735558.625,,0.2942069741088592,,,0,,0,0.0
2014-11-21 16:00:00,117.86200000000001,117.917,117.72200000000001,117.825,8234.45002985001,735558.6666666666,,0.28924662540341595,,,0,,0,0.0
2014-11-21 17:00:00,117.824,117.84899999999999,117.385,117.574,8996.11004185677,735558.7083333334,,0.29798429413324434,,,0,,0,0.0
2014-11-21 18:00:00,117.574,117.749,117.398,117.738,7162.90005064011,735558.75,,0.3006350794265821,,,0,,0,0.0
2014-11-21 19:00:00,117.738,117.803,117.70700000000001,117.775,4381.32003545761,735558.7916666666,,0.29040332545525244,,,0,,0,0.0
2014-11-21 20:00:00,117.775,117.956,117.76,117.81200000000001,3824.9800354242298,735558.8333333334,,0.2856831591824897,,,0,,0,0.0
2014-11-21 21:00:00,117.81299999999999,117.844,117.704,117.77600000000001,2503.07001590729,735558.875,,0.27839900122336525,,,0,,0,0.0
2014-11-21 22:00:00,117.77799999999999,117.789,117.709,117.721,1951.2900066375698,735558.9166666666,,0.26847905116219695,,,0,,0,0.0
2014-11-21 23:00:00,117.721,117.82600000000001,117.695,117.76700000000001,1583.36000076681,735558.9583333334,,0.2616050986040878,,,0,,0,0.0
2014-11-24 00:00:00,117.866,117.927,117.76,117.865,2285.77000069618,735561.0,,0.2568748436738835,,,0,,0,0.0
2014-11-24 01:00:00,117.868,117.94,117.73299999999999,117.785,2965.3800050020195,735561.0416666666,,0.2543811014901897,,,0,,0,0.0
2014-11-24 02:00:00,117.787,117.79,117.581,117.66799999999999,3879.19000422955,735561.0833333334,,0.2521120464156804,,,0,,0,0.0
2014-11-24 03:00:00,117.665,117.764,117.63799999999999,117.71,2695.5800051689102,735561.125,,0.24580644409489666,,,0,,0,0.0
2014-11-24 04:00:00,117.709,117.804,117.691,117.78200000000001,1676.68000352383,735561.1666666666,,0.2391661218901518,,,0,,0,0.0
2014-11-24 05:00:00,117.78,117.883,117.72200000000001,117.87,2018.0700018405898,735561.2083333334,,0.2352578157956436,,,0,,0,0.0
2014-11-24 06:00:00,117.87100000000001,117.944,117.82,117.902,2259.85000097752,735561.25,,0.2296949250058619,,,0,,0,0.0
2014-11-24 07:00:00,117.90299999999999,117.973,117.861,117.97,2411.96000313759,735561.2916666666,,0.22381017875556855,,,0,,0,0.0
2014-11-24 08:00:00,117.97,118.00299999999999,117.803,117.83200000000001,2850.72000157833,735561.3333333334,,0.22261966981778952,,,0,,0,0.0
2014-11-24 09:00:00,117.83,117.941,117.83,117.915,3522.00000476837,735561.375,,0.21703868632690027,,,0,,0,0.0
2014-11-24 10:00:00,117.913,118.302,117.835,118.23,8242.09004116058,735561.4166666666,,0.22953675201055593,,,0,,0,0.0
2014-11-24 11:00:00,118.23100000000001,118.38,118.13799999999999,118.20700000000001,8149.8900327682495,735561.4583333334,,0.23015991441002837,,,0,,0,0.0
2014-11-24 12:00:00,118.212,118.285,118.212,118.24600000000001,4249.4900240898105,735561.5,,0.2225519186895264,,,0,,0,0.0
2014-11-24 13:00:00,118.245,118.28200000000001,118.184,118.262,3892.14001762867,735561.5416666666,,0.21632432275505073,,,0,,0,0.0
2014-11-24 14:00:00,118.26299999999999,118.315,118.209,118.289,4500.78001880646,735561.5833333334,,0.21080810661729793,,,0,,0,0.0
2014-11-24 15:00:00,118.29,118.355,118.184,118.291,5964.64002132416,735561.625,,0.20881770128643334,,,0,,0,0.0
2014-11-24 16:00:00,118.29299999999999,118.48200000000001,118.251,118.417,7485.5800347328195,735561.6666666666,,0.20992681622211212,,,0,,0,0.0
2014-11-24 17:00:00,118.417,118.47399999999999,118.337,118.395,6988.69004046917,735561.7083333334,,0.20628047541100583,,,0,,0,0.0
2014-11-24 18:00:00,118.39399999999999,118.426,118.24700000000001,118.39399999999999,5900.81004285812,735561.75,,0.20491645164045497,,,0,,0,0.0
2014-11-24 19:00:00,118.39299999999999,118.445,118.37299999999999,118.40700000000001,2758.3900175094604,735561.7916666666,,0.19827062905843235,,,0,,0,0.0
2014-11-24 20:00:00,118.40799999999999,118.42,118.303,118.319,2449.56001091003,735561.8333333334,,0.19420709760551097,,,0,,0,0.0
2014-11-24 21:00:00,118.321,118.374,118.24700000000001,118.303,2728.02001619339,735561.875,,0.19084674272523447,,,0,,0,0.0
2014-11-24 22:00:00,118.301,118.301,118.219,118.256,2459.9400210380604,735561.9166666666,,0.1855044055889729,,,0,,0,0.0
2014-11-24 23:00:00,118.25399999999999,118.281,118.23899999999999,118.26799999999999,1465.28000217676,735561.9583333334,,0.17832918530952507,,,0,,0,0.0
2014-11-25 00:00:00,118.26799999999999,118.36399999999999,118.257,118.30799999999999,2683.53000307083,735562.0,,0.17476272604404808,,,0,,0,0.0
2014-11-25 01:00:00,118.30799999999999,118.572,118.266,118.458,4943.74001693726,735562.0416666666,,0.18132458974184554,,,0,,0,0.0
2014-11-25 02:00:00,118.45700000000001,118.45700000000001,118.068,118.115,7429.2999964952505,735562.0833333334,,0.1917583602547533,,,0,,0,0.0
2014-11-25 03:00:00,118.119,118.14200000000001,117.787,118.111,7879.24000537395,735562.125,,0.19992044224201583,,,0,,0,0.0
2014-11-25 04:00:00,118.11200000000001,118.17,117.978,118.022,4305.71000385284,735562.1666666666,,0.1995244201299154,,,0,,0,0.0
2014-11-25 05:00:00,118.022,118.025,117.83200000000001,117.85600000000001,5564.580005645749,735562.2083333334,,0.19919819912341952,,,0,,0,0.0
2014-11-25 06:00:00,117.855,118.057,117.84100000000001,117.958,3643.6700048446705,735562.25,,0.20003828916724825,,,0,,0,0.0
2014-11-25 07:00:00,117.95700000000001,117.95700000000001,117.83,117.86,4679.69000387192,735562.2916666666,,0.19643637470888584,,,0,,0,0.0
2014-11-25 08:00:00,117.859,117.975,117.84200000000001,117.874,3870.5200092792497,735562.3333333334,,0.1932645559734406,,,0,,0,0.0
2014-11-25 09:00:00,117.875,118.061,117.69,117.94200000000001,6661.350021839139,735562.375,,0.20215132817476905,,,0,,0,0.0
2014-11-25 10:00:00,117.94200000000001,118.069,117.90100000000001,118.022,6600.85002803802,735562.4166666666,,0.20044376176603018,,,0,,0,0.0
2014-11-25 11:00:00,118.022,118.194,118.02,118.14399999999999,6124.08002090454,735562.4583333334,,0.199121573677729,,,0,,0,0.0
2014-11-25 12:00:00,118.14399999999999,118.20299999999999,118.104,118.177,4811.300023794171,735562.5,,0.19411549499384204,,,0,,0,0.0
2014-11-25 13:00:00,118.178,118.178,118.008,118.03299999999999,4642.24003362656,735562.5416666666,,0.19290972024415004,,,0,,0,0.0
2014-11-25 14:00:00,118.03299999999999,118.125,117.91799999999999,118.051,5314.53002882004,735562.5833333334,,0.19361423423194293,,,0,,0,0.0
2014-11-25 15:00:00,118.053,118.29,117.99600000000001,118.17,8035.74004196376,735562.625,,0.19863352252034563,,,0,,0,0.0
2014-11-25 16:00:00,118.171,118.191,117.845,117.986,8425.83004188538,735562.6666666666,,0.2060018463943285,,,0,,0,0.0
2014-11-25 17:00:00,117.978,118.059,117.807,117.85,8601.72004187107,735562.7083333334,,0.20830175407461185,,,0,,0,0.0
2014-11-25 18:00:00,117.851,117.99600000000001,117.816,117.99600000000001,6057.38003969193,735562.75,,0.20688666637088157,,,0,,0,0.0
2014-11-25 19:00:00,117.99799999999999,118.03,117.929,117.93299999999999,2987.22002363205,735562.7916666666,,0.20159233305233748,,,0,,0,0.0
2014-11-25 20:00:00,117.93299999999999,117.944,117.772,117.77600000000001,3329.66002368927,735562.8333333334,,0.20011271639972045,,,0,,0,0.0
2014-11-25 21:00:00,117.773,117.955,117.721,117.919,3478.64003038406,735562.875,,0.20180708057973415,,,0,,0,0.0
2014-11-25 22:00:00,117.917,117.969,117.90700000000001,117.955,2314.1500195264803,735562.9166666666,,0.1948167265507466,,,0,,0,0.0
2014-11-25 23:00:00,117.955,117.995,117.95,117.971,1625.84000897408,735562.9583333334,,0.18732589022320936,,,0,,0,0.0
2014-11-26 00:00:00,117.971,117.977,117.867,117.902,1602.92999994755,735563.0,,0.18345959571204887,,,0,,0,0.0
2014-11-26 01:00:00,117.904,117.92200000000001,117.79,117.804,2382.79999947548,735563.0416666666,,0.18088661592644667,,,0,,0,0.0
2014-11-26 02:00:00,117.806,117.87299999999999,117.742,117.82799999999999,4027.00999855995,735563.0833333334,,0.17839228513012365,,,0,,0,0.0
2014-11-26 03:00:00,117.83,117.83,117.65700000000001,117.76299999999999,3458.22999835014,735563.125,,0.17812267087361683,,,0,,0,0.0
2014-11-26 04:00:00,117.76299999999999,117.87700000000001,117.734,117.804,2424.61999821663,735563.1666666666,,0.17636653732993673,,,0,,0,0.0
2014-11-26 05:00:00,117.806,117.867,117.757,117.853,1618.0799998045002,735563.2083333334,118.03355000000002,0.17304821046343988,118.20659821046345,117.86050178953658,-1,,-36,0.0
2014-11-26 06:00:00,117.853,117.85700000000001,117.801,117.816,2295.49999976158,735563.25,118.02924207920795,0.16719579994026845,118.19643787914822,117.86204627926767,-1,118.03355000000002,-36,-36.0
2014-11-26 07:00:00,117.816,117.866,117.757,117.77799999999999,1975.52999889851,735563.2916666666,118.02426698853056,0.16428600994325476,118.18855299847381,117.8599809785873,-1,118.02924207920795,-36,-36.0
2014-11-26 08:00:00,117.777,117.802,117.67200000000001,117.76299999999999,2825.8899981975605,735563.3333333334,118.01909338479727,0.1625717094460918,118.18166509424337,117.85652167535117,-1,118.02426698853056,-36,-36.0
2014-11-26 09:00:00,117.764,117.77600000000001,117.59,117.742,4322.379999965429,735563.375,118.01360638707851,0.16374312397378757,118.1773495110523,117.84986326310472,-1,118.01909338479727,-36,-36.0
2014-11-26 10:00:00,117.743,117.90100000000001,117.67299999999999,117.845,5654.35000002384,735563.4166666666,118.01026764674032,0.16695596777509933,118.17722361451541,117.84331167896522,-1,118.01360638707851,-36,-36.0
2014-11-26 11:00:00,117.844,117.895,117.738,117.806,5115.68000006676,735563.4583333334,118.00622274284447,0.1664581693863442,118.17268091223082,117.83976457345813,-1,118.01026764674032,-36,-36.0
2014-11-26 12:00:00,117.80799999999999,117.84700000000001,117.708,117.756,4212.58999991417,735563.5,118.00126783704557,0.1650852609170275,118.1663530979626,117.83618257612855,-1,118.00622274284447,-36,-36.0
2014-11-26 13:00:00,117.758,117.816,117.704,117.749,3493.00999987125,735563.5416666666,117.9962724343318,0.16243099787117657,118.15870343220298,117.83384143646062,-1,118.00126783704557,-36,-36.0
2014-11-26 14:00:00,117.75299999999999,117.788,117.67,117.695,4604.25,735563.5833333334,117.99030664355296,0.1602094479776175,118.15051609153058,117.83009719557533,-1,117.9962724343318,-36,-36.0
2014-11-26 15:00:00,117.696,117.818,117.587,117.72200000000001,7452.36999976635,735563.625,117.98499364071033,0.16374897557873633,118.14874261628907,117.82124466513159,-1,117.99030664355296,-36,-36.0
2014-11-26 16:00:00,117.72200000000001,117.76,117.554,117.64299999999999,6145.389992713929,735563.6666666666,117.97822148940914,0.16586152679979965,118.14408301620894,117.81235996260934,-1,117.98499364071033,-36,-36.0
2014-11-26 17:00:00,117.63799999999999,117.64299999999999,117.43799999999999,117.536,7449.42998504639,735563.7083333334,117.96946462823271,0.1678184504598096,118.13728307869252,117.80164617777291,-1,117.97822148940914,-36,-36.0
2014-11-26 18:00:00,117.537,117.64200000000001,117.52600000000001,117.59700000000001,5479.389997243879,735563.75,117.96208909103999,0.1652275279368191,118.1273166189768,117.79686156310316,-1,117.96946462823271,-36,-36.0
2014-11-26 19:00:00,117.59899999999999,117.69,117.586,117.669,2788.9899988174398,735563.7916666666,117.95628534666295,0.1621661515399781,118.11845149820293,117.79411919512297,-1,117.96208909103999,-36,-36.0
2014-11-26 20:00:00,117.66799999999999,117.839,117.639,117.787,2390.0999999046303,735563.8333333334,117.95293316158052,0.16405784396297934,118.1169910055435,117.78887531761754,-1,117.95628534666295,-36,-36.0
2014-11-26 21:00:00,117.787,117.809,117.70200000000001,117.714,1728.75,735563.875,117.94820181184625,0.16120495176482963,118.10940676361108,117.78699686008142,-1,117.95293316158052,-36,-36.0
2014-11-26 22:00:00,117.715,117.755,117.70700000000001,117.729,1907.75,735563.9166666666,117.9438611819087,0.15554470417658753,118.0994058860853,117.78831647773211,-1,117.94820181184625,-36,-36.0
2014-11-26 23:00:00,117.728,117.75399999999999,117.684,117.72399999999999,1418.21000003815,735563.9583333334,117.93950749513823,0.1512674689677578,118.09077496410599,117.78824002617047,-1,117.9438611819087,-36,-36.0
2014-11-27 00:00:00,117.723,117.735,117.556,117.595,2019.5900119543103,735564.0,117.93268556454143,0.15265409551937,118.0853396600608,117.78003146902206,-1,117.93950749513823,-36,-36.0
2014-11-27 01:00:00,117.59200000000001,117.676,117.59100000000001,117.62100000000001,2570.130002141,735564.0416666666,117.92651357316437,0.14927139074340118,118.07578496390778,117.77724218242096,-1,117.93268556454143,-36,-36.0
2014-11-27 02:00:00,117.624,117.685,117.49600000000001,117.52600000000001,4545.130004644389,735564.0833333334,117.91858261131954,0.15125782120623077,118.06984043252577,117.7673247901133,-1,117.92651357316437,-36,-36.0
2014-11-27 03:00:00,117.525,117.59200000000001,117.508,117.555,2445.9800066947896,735564.125,117.91138295564984,0.1478949301459201,118.05927788579577,117.76348802550392,-1,117.91858261131954,-36,-36.0
2014-11-27 04:00:00,117.553,117.611,117.50399999999999,117.535,2890.1300047636,735564.1666666666,117.90392982781519,0.14585018363862476,118.04978001145382,117.75807964417656,-1,117.91138295564984,-36,-36.0
2014-11-27 05:00:00,117.535,117.56,117.31700000000001,117.374,3602.7700047493,735564.2083333334,117.89343616785845,0.15070767445669325,118.04414384231515,117.74272849340176,-1,117.90392982781519,-36,-36.0
2014-11-27 06:00:00,117.37299999999999,117.45200000000001,117.26700000000001,117.305,3909.33001029491,735564.25,117.88178396651472,0.1524222907338587,118.03420625724857,117.72936167578086,-1,117.89343616785845,-36,-36.0
2014-11-27 07:00:00,117.306,117.398,117.306,117.323,2854.85000693798,735564.2916666666,117.87071893747482,0.14945117619716525,118.02017011367198,117.72126776127766,-1,117.88178396651472,-36,-36.0
2014-11-27 08:00:00,117.323,117.43700000000001,117.262,117.42399999999999,3050.5200052261403,735564.3333333334,117.86187301792086,0.15072861738730756,118.01260163530816,117.71114440053356,-1,117.87071893747482,-36,-36.0
2014-11-27 09:00:00,117.42299999999999,117.43,117.23700000000001,117.34100000000001,4005.9600138664205,735564.375,117.8515587007343,0.15284218651794207,118.00440088725225,117.69871651421636,-1,117.86187301792086,-36,-36.0
2014-11-27 10:00:00,117.34,117.49,117.329,117.46600000000001,4682.12001180649,735564.4166666666,117.8439238749772,0.15325007719204503,117.99717395216923,117.69067379778515,-1,117.8515587007343,-36,-36.0
2014-11-27 11:00:00,117.46600000000001,117.56299999999999,117.417,117.46700000000001,3638.6100068092296,735564.4583333334,117.83646003586874,0.15288757333244213,117.98934760920118,117.6835724625363,-1,117.8439238749772,-36,-36.0
2014-11-27 12:00:00,117.46600000000001,117.544,117.46600000000001,117.51100000000001,2338.01000452042,735564.5,117.83001528268322,0.14914319466581946,117.97915847734905,117.6808720880174,-1,117.83646003586874,-36,-36.0
2014-11-27 13:00:00,117.512,117.54,117.459,117.477,2460.44001102448,735564.5416666666,117.82302488104592,0.14573603493252865,117.96876091597845,117.6772888461134,-1,117.83001528268322,-36,-36.0
2014-11-27 14:00:00,117.477,117.501,117.42299999999999,117.501,2043.1700072288502,735564.5833333334,117.81664815072818,0.14234923318590306,117.95899738391408,117.67429891754229,-1,117.82302488104592,-36,-36.0
2014-11-27 15:00:00,117.501,117.581,117.499,117.525,2759.2100074291197,735564.625,117.81087293982267,0.1393317715266083,117.95020471134929,117.67154116829606,-1,117.81664815072818,-36,-36.0
2014-11-27 16:00:00,117.52600000000001,117.671,117.523,117.66799999999999,2796.2000105381,735564.6666666666,117.80804377269747,0.1397651829502784,117.94780895564776,117.66827858974719,-1,117.81087293982267,-36,-36.0
2014-11-27 17:00:00,117.671,117.836,117.62899999999999,117.82600000000001,4164.08000230789,735564.7083333334,117.80839934155495,0.14312692380276487,117.95152626535771,117.66527241775218,0,117.80804377269747,0,-36.0
2014-11-27 18:00:00,117.82600000000001,117.882,117.712,117.714,3768.8400024175603,735564.75,117.80653004766278,0.14447057761262672,117.9510006252754,117.66205947005015,0,117.80839934155495,0,0.0
2014-11-27 19:00:00,117.715,117.824,117.704,117.766,1521.92000198364,735564.7916666666,117.80572747246153,0.14324704873199562,117.94897452119352,117.66248042372953,0,117.80653004766278,0,0.0
2014-11-27 20:00:00,117.76299999999999,117.788,117.70100000000001,117.75399999999999,1053.35000002384,735564.8333333334,117.80470316607615,0.1404346962953953,117.94513786237155,117.66426846978075,-1,117.80572747246153,-1,0.0
2014-11-27 21:00:00,117.755,117.83,117.74700000000001,117.79700000000001,792.570000052452,735564.875,117.80455062813405,0.13756296148062472,117.94211358961468,117.66698766665343,0,117.80470316607615,0,-1.0
2014-11-27 22:00:00,117.79899999999999,117.801,117.68299999999999,117.711,1323.0900000333802,735564.9166666666,117.80269814044823,0.13658481340659395,117.93928295385483,117.66611332704163,-1,117.80455062813405,-2,0.0
2014-11-27 23:00:00,117.709,117.772,117.689,117.696,1387.91000145674,735564.9583333334,117.8005853059839,0.13390557273626488,117.93449087872017,117.66667973324763,-1,117.80269814044823,-2,-2.0
2014-11-28 00:00:00,117.70100000000001,117.98700000000001,117.697,117.875,2541.58000633121,735565.0,117.80205886428125,0.14176029409945218,117.9438191583807,117.6602985701818,0,117.8005853059839,0,-2.0
2014-11-28 01:00:00,117.875,117.959,117.833,117.875,4848.01000905037,735565.0416666666,117.80350324320638,0.14097227939447982,117.94447552260085,117.6625309638119,1,117.80205886428125,34,0.0
2014-11-28 02:00:00,117.876,118.242,117.85700000000001,118.234,7893.64002776146,735565.0833333334,117.81202793145972,0.15317366542475536,117.96520159688448,117.65885426603496,1,117.80350324320638,34,34.0
2014-11-28 03:00:00,118.235,118.275,118.133,118.15799999999999,5327.16001009941,735565.125,117.81887886351002,0.1526149821535181,117.97149384566355,117.6662638813565,1,117.81202793145972,34,34.0
2014-11-28 04:00:00,118.15799999999999,118.23,118.132,118.23,3495.7800085544604,735565.1666666666,117.82701987611378,0.14988423304584214,117.97690410915962,117.67713564306794,1,117.81887886351002,34,34.0
2014-11-28 05:00:00,118.23200000000001,118.33200000000001,118.19,118.3,3573.8100041151,735565.2083333334,117.83638581916104,0.14949002139355055,117.98587584055458,117.68689579776749,1,117.82701987611378,34,34.0
2014-11-28 06:00:00,118.302,118.337,118.273,118.286,3353.8100014925,735565.25,117.84528907026676,0.1452155203238734,117.99050459059063,117.70007354994289,1,117.83638581916104,34,34.0
2014-11-28 07:00:00,118.285,118.296,118.196,118.21,2814.7500013113,735565.2916666666,117.85251106887534,0.14295474430768013,117.99546581318303,117.70955632456766,1,117.84528907026676,34,34.0
2014-11-28 08:00:00,118.211,118.23100000000001,118.075,118.12,3046.48000466824,735565.3333333334,117.85780787939267,0.1436070070922964,118.00141488648497,117.71420087230037,1,117.85251106887534,34,34.0
2014-11-28 09:00:00,118.12200000000001,118.249,118.08200000000001,118.234,3192.3300076723103,735565.375,117.86525722831558,0.14477665673768095,118.01003388505326,117.72048057157791,1,117.85780787939267,34,34.0
2014-11-28 10:00:00,118.234,118.256,118.13,118.145,3959.1700048446705,735565.4166666666,117.87079668914102,0.14383782390079713,118.01463451304181,117.72695886524022,1,117.86525722831558,34,34.0
2014-11-28 11:00:00,118.14399999999999,118.215,118.088,118.139,3766.40000522137,735565.4583333334,117.87610764579169,0.14299593270575778,118.01910357849745,117.73311171308593,1,117.87079668914102,34,34.0
2014-11-28 12:00:00,118.14200000000001,118.205,118.09899999999999,118.204,4065.72000932693,735565.5,117.88260056369681,0.14114613607047033,118.02374669976729,117.74145442762634,1,117.87610764579169,34,34.0
2014-11-28 13:00:00,118.204,118.28,118.165,118.235,3732.33000671864,735565.5416666666,117.88957877035628,0.13983882926694655,118.02941759962323,117.74973994108933,1,117.88260056369681,34,34.0
2014-11-28 14:00:00,118.236,118.305,118.18799999999999,118.265,3981.0200152397206,735565.5833333334,117.89701285411161,0.13869688780360015,118.03570974191521,117.758315966308,1,117.88957877035628,34,34.0
2014-11-28 15:00:00,118.26700000000001,118.445,118.243,118.43299999999999,5666.7000336647,735565.625,117.90762646096088,0.14186204341342007,118.04948850437431,117.76576441754746,1,117.89701285411161,34,34.0
2014-11-28 16:00:00,118.435,118.48899999999999,118.375,118.48299999999999,5908.1600348949405,735565.6666666666,117.9190199963874,0.14046894124274859,118.05948893763015,117.77855105514466,1,117.90762646096088,34,34.0
2014-11-28 17:00:00,118.48200000000001,118.697,118.425,118.68799999999999,6570.490035057071,735565.7083333334,117.93424732319161,0.14704549418061144,118.08129281737223,117.787201829011,1,117.9190199963874,34,34.0
2014-11-28 18:00:00,118.685,118.74600000000001,118.65100000000001,118.709,6627.89003658295,735565.75,117.94958896035614,0.1444432194715808,118.09403217982772,117.80514574088456,1,117.93424732319161,34,34.0
2014-11-28 19:00:00,118.708,118.764,118.664,118.71700000000001,4397.43001699448,735565.7916666666,117.9647852185669,0.14222105849800148,118.1070062770649,117.82256416006891,1,117.94958896035614,34,34.0
2014-11-28 20:00:00,118.71,118.73100000000001,118.595,118.671,1677.2900022268302,735565.8333333334,117.9787696696844,0.1419100055731019,118.12067967525749,117.8368596641113,1,117.9647852185669,34,34.0
2014-11-28 21:00:00,118.67,118.76899999999999,118.65299999999999,118.751,1168.89000320435,735565.875,117.99406135939361,0.1406145052944468,118.13467586468806,117.85344685409916,1,117.9787696696844,34,34.0
2014-11-28 22:00:00,118.75200000000001,118.772,118.65799999999999,118.66,1032.3600024580999,735565.9166666666,118.007248263168,0.13928378002972538,118.14653204319772,117.86796448313827,1,117.99406135939361,34,34.0
2014-11-28 23:00:00,118.65899999999999,118.72,118.536,118.57600000000001,1352.47000104189,735565.9583333334,118.01851067379833,0.141519591028239,118.16003026482657,117.87699108277009,1,118.007248263168,34,34.0
2014-12-01 00:00:00,118.738,118.897,118.715,118.84299999999999,2498.62998771667,735568.0,118.03483719510926,0.15049361147682694,118.1853308065861,117.88434358363243,1,118.01851067379833,34,34.0
2014-12-01 01:00:00,118.84200000000001,118.925,118.755,118.85799999999999,3640.52000331879,735568.0416666666,118.05113744867145,0.1514689309029857,118.20260637957443,117.89966851776848,1,118.03483719510926,34,34.0
2014-12-01 02:00:00,118.85,118.95,118.8,118.912,6801.74000775814,735568.0833333334,118.06818423186608,0.1513954843578367,118.21957971622392,117.91678874750825,1,118.05113744867145,34,34.0
