,Open,High,Low,Close,Volume,rsi14,rsi20,sma20,sma30,sma50,Date,previous_rsi,next_rsi,rsi_touch_point,rsi_sell,rsi_buy
2013-11-06 10:15:00,1.34998,1.35056,1.34879,1.3493700000000002,3710.24002730846,46.90939587371168,53.210158997783864,1.3505619999999998,1.3496876666666666,,735178.4270833334,52.05266841701961,49.54818106610645,0,0,0
2013-11-06 10:30:00,1.3493700000000002,1.35014,1.34927,1.34966,2463.88001716137,49.54818106610645,54.90931171456614,1.3505045,1.349778,,735178.4375,46.90939587371168,56.459554731584745,0,0,0
2013-11-06 10:45:00,1.3496700000000001,1.35074,1.3493,1.3505200000000002,3734.32002437115,56.459554731584745,59.50033147050026,1.3504755,1.3498973333333335,,735178.4479166666,49.54818106610645,55.60113450888699,0,0,0
2013-11-06 11:00:00,1.35051,1.35087,1.35009,1.35043,2527.12002027035,55.60113450888699,58.84037065620012,1.3504254999999998,1.3500103333333335,,735178.4583333334,56.459554731584745,55.84214386382615,0,0,0
2013-11-06 11:15:00,1.3504399999999999,1.35094,1.3502399999999999,1.35046,2362.58001685143,55.84214386382615,58.999935951296614,1.3503809999999998,1.3501276666666668,,735178.46875,55.60113450888699,61.14242805099631,0,0,0
2013-11-06 11:30:00,1.35049,1.35209,1.35006,1.3511600000000001,6209.58003079891,61.14242805099631,62.56448036593697,1.3503729999999998,1.3502653333333337,,735178.4791666666,55.84214386382615,56.451429720104194,0,0,0
2013-11-06 11:45:00,1.35115,1.35142,1.35041,1.35071,3319.39002239704,56.451429720104194,59.08822775508019,1.3503664999999996,1.3503673333333337,,735178.4895833334,61.14242805099631,57.39025536516604,0,0,0
2013-11-06 12:00:00,1.3507,1.35125,1.3502299999999998,1.35083,2627.42001497746,57.39025536516604,59.71651130391823,1.3504019999999994,1.3504470000000004,,735178.5,56.451429720104194,57.169045030136935,0,0,0
2013-11-06 12:15:00,1.35083,1.3511,1.3506,1.35081,1998.87001132965,57.169045030136935,59.55605438179759,1.3504144999999994,1.3505120000000006,,735178.5104166666,57.39025536516604,56.93271775065445,0,0,0
2013-11-06 12:30:00,1.3508,1.35084,1.3505,1.35079,2006.22001135349,56.93271775065445,59.388081289099695,1.3504219999999996,1.350551333333334,,735178.5208333334,57.169045030136935,56.18237626311968,0,0,0
2013-11-06 12:45:00,1.3507799999999999,1.35085,1.35032,1.35073,1995.71000492573,56.18237626311968,58.863805520376935,1.3504344999999993,1.3505780000000007,,735178.53125,56.93271775065445,66.90709547454685,0,0,0
2013-11-06 13:00:00,1.35077,1.3532,1.35077,1.3521,4863.7000194788,66.90709547454685,66.06430947905861,1.3504944999999995,1.3506210000000005,,735178.5416666666,56.18237626311968,68.71296703849441,0,0,0
2013-11-06 13:15:00,1.35215,1.35285,1.35208,1.3524,2926.18001294136,68.71296703849441,67.38042543922094,1.3505789999999993,1.350664333333334,,735178.5520833334,66.90709547454685,60.95198605010197,0,0,0
2013-11-06 13:30:00,1.35239,1.3524,1.35132,1.35175,2689.51000785828,60.95198605010197,61.90483991589989,1.3506269999999994,1.3506750000000005,,735178.5625,68.71296703849441,51.83412678221695,0,0,0
2013-11-06 13:45:00,1.35175,1.3519299999999999,1.3505,1.35081,2482.40001523495,51.83412678221695,55.08993264458557,1.3506639999999994,1.3506570000000009,,735178.5729166666,60.95198605010197,55.282777328631695,0,0,0
2013-11-06 14:00:00,1.35081,1.35141,1.35047,1.3512600000000001,3059.15002536774,55.282777328631695,57.45036850577202,1.3507149999999994,1.3506550000000008,,735178.5833333334,51.83412678221695,53.099139324612544,0,0,0
2013-11-06 14:15:00,1.3512600000000001,1.35154,1.351,1.35102,1585.05001032352,53.099139324612544,55.80377204976688,1.3507909999999996,1.350661000000001,1.3499074000000002,735178.59375,55.282777328631695,55.54187816592254,0,0,0
2013-11-06 14:30:00,1.35103,1.35142,1.3509,1.35133,1736.29000627995,55.54187816592254,57.46146368808469,1.3508209999999996,1.3507013333333342,1.3499856000000003,735178.6041666666,53.099139324612544,60.539668006707494,0,0,0
2013-11-06 14:45:00,1.35133,1.3524200000000002,1.35132,1.3520299999999998,3456.51001679897,60.539668006707494,60.94343602270804,1.3509064999999996,1.3507503333333342,1.3500736000000004,735178.6145833334,55.54187816592254,57.17751323440616,0,0,0
2013-11-06 15:00:00,1.35202,1.35245,1.3516,1.35169,3505.84000909328,57.17751323440616,58.49537859381346,1.3509929999999997,1.3507853333333342,1.3501592000000004,735178.625,60.539668006707494,59.187682907693805,0,0,0
2013-11-06 15:15:00,1.35169,1.3521299999999998,1.3516,1.3519700000000001,2519.40001285076,59.187682907693805,59.892007726844795,1.3511229999999999,1.350835000000001,1.3502618000000004,735178.6354166666,57.17751323440616,51.636282911828104,0,0,0
2013-11-06 15:30:00,1.3519700000000001,1.3520299999999998,1.35058,1.3511600000000001,3579.4600248336797,51.636282911828104,54.325396080062674,1.3511979999999997,1.3508436666666674,1.350346,735178.6458333334,59.187682907693805,45.67104857107264,0,0,0
2013-11-06 15:45:00,1.35115,1.3513899999999999,1.3502,1.35039,3301.2000185251195,45.67104857107264,49.70280913792147,1.3511914999999999,1.3508330000000008,1.3504150000000001,735178.65625,51.636282911828104,50.97785899412295,0,0,0
2013-11-06 16:00:00,1.35038,1.35117,1.35015,1.35106,3749.7800205946,50.97785899412295,53.339388618977125,1.3512229999999998,1.3508420000000008,1.3504954,735178.6666666666,45.67104857107264,53.53138287499496,0,0,0
2013-11-06 16:15:00,1.35106,1.35153,1.35097,1.35141,2612.43000924587,53.53138287499496,55.12356323585027,1.3512705,1.3508866666666675,1.3505848,735178.6770833334,50.97785899412295,54.479826558275846,0,0,0
2013-11-06 16:30:00,1.35141,1.35165,1.3511,1.35154,2496.02001571655,54.479826558275846,55.78457987261785,1.3512895,1.3509300000000009,1.3506749999999998,735178.6875,53.53138287499496,67.8131343085044,0,0,0
2013-11-06 16:45:00,1.35155,1.35471,1.35151,1.35399,8077.79002070427,67.8131343085044,65.78306590126212,1.3514535,1.3510796666666676,1.3508018,735178.6979166666,54.479826558275846,66.86613104755659,0,0,0
2013-11-06 17:00:00,1.35398,1.35467,1.35325,1.35388,6892.550024986271,66.86613104755659,65.08746388316338,1.351606,1.3511846666666676,1.3509106,735178.7083333334,67.8131343085044,62.50767025634533,0,0,0
2013-11-06 17:15:00,1.35388,1.3545399999999999,1.3533,1.35337,4146.96002161503,62.50767025634533,61.89339055151518,1.351734,1.3512863333333343,1.3510008,735178.71875,66.86613104755659,63.898964986556564,0,0,0
2013-11-06 17:30:00,1.35337,1.3542299999999998,1.35323,1.35365,3255.27001941204,63.898964986556564,62.94430354847218,1.351877,1.3514093333333341,1.3510815999999999,735178.7291666666,62.50767025634533,55.91800661825006,0,0,0
