Date,Timestamp,Open,High,Low,Close,Volume
20131106,02:00:00,1.34719,1.34743,1.34715,1.34742,511.690004944801
20131106,02:15:00,1.34742,1.34763,1.34733,1.34763,433.610001683235
20131106,02:30:00,1.34763,1.34763,1.34739,1.34741,705.200003623962
20131106,02:45:00,1.34741,1.34748,1.34684,1.34684,737.310006022453
20131106,03:00:00,1.34686,1.3471,1.34675,1.34695,949.260008215904
20131106,03:15:00,1.34694,1.3471,1.34688,1.34694,651.110003232956
20131106,03:30:00,1.34694,1.34709,1.34689,1.34704,758.80000436306
20131106,03:45:00,1.34705,1.3471,1.34685,1.34694,1016.92001116276
20131106,04:00:00,1.34693,1.34707,1.3468,1.34703,419.420003652573
20131106,04:15:00,1.34703,1.34776,1.34703,1.34765,939.090003371239
20131106,04:30:00,1.34764,1.34852,1.34764,1.34844,1373.77000308037
20131106,04:45:00,1.34844,1.34889,1.34821,1.34886,1470.80001211166
20131106,05:00:00,1.34886,1.34962,1.34871,1.34961,1311.14000868797
20131106,05:15:00,1.3496,1.34999,1.34905,1.34993,1802.21001327038
20131106,05:30:00,1.34994,1.35163,1.34984,1.35081,3421.96002793312
20131106,05:45:00,1.35082,1.35135,1.3508,1.3511,1500.88001072407
20131106,06:00:00,1.35112,1.35212,1.35111,1.35143,1718.15001022816
20131106,06:15:00,1.35143,1.35163,1.35131,1.35135,897.860006928444
20131106,06:30:00,1.35133,1.35181,1.35115,1.35132,1404.42001187801
20131106,06:45:00,1.35132,1.35146,1.35077,1.35084,1523.45001173019
20131106,07:00:00,1.35084,1.35091,1.35012,1.35012,1185.42000818253
20131106,07:15:00,1.35013,1.35064,1.3501,1.35056,1014.34000492096
20131106,07:30:00,1.35056,1.35076,1.35021,1.35064,528.350004315376
20131106,07:45:00,1.35066,1.35073,1.35048,1.35048,618.830003619194
20131106,08:00:00,1.35048,1.35092,1.35038,1.3509,892.840008020401
20131106,08:15:00,1.3509,1.35107,1.3507,1.35071,872.390006065369
20131106,08:30:00,1.35072,1.35081,1.35032,1.35079,1187.89000880718
20131106,08:45:00,1.35079,1.3508,1.35003,1.35007,1357.18000721931
20131106,09:00:00,1.35006,1.35041,1.34995,1.35024,1577.87001383305
20131106,09:15:00,1.35023,1.35024,1.34925,1.3495,2279.44001352787
20131106,09:30:00,1.3495,1.35094,1.34937,1.35073,3174.86001813412
20131106,09:45:00,1.35074,1.35075,1.3503,1.35032,1605.27000916004
20131106,10:00:00,1.35032,1.35032,1.3493,1.34996,3182.35001623631
20131106,10:15:00,1.34998,1.35056,1.34879,1.34937,3710.24002730846
20131106,10:30:00,1.34937,1.35014,1.34927,1.34966,2463.88001716137
20131106,10:45:00,1.34967,1.35074,1.3493,1.35052,3734.32002437115
20131106,11:00:00,1.35051,1.35087,1.35009,1.35043,2527.12002027035
20131106,11:15:00,1.35044,1.35094,1.35024,1.35046,2362.58001685143
20131106,11:30:00,1.35049,1.35209,1.35006,1.35116,6209.58003079891
20131106,11:45:00,1.35115,1.35142,1.35041,1.35071,3319.39002239704
20131106,12:00:00,1.3507,1.35125,1.35023,1.35083,2627.42001497746
20131106,12:15:00,1.35083,1.3511,1.3506,1.35081,1998.87001132965
20131106,12:30:00,1.3508,1.35084,1.3505,1.35079,2006.22001135349
20131106,12:45:00,1.35078,1.35085,1.35032,1.35073,1995.71000492573
20131106,13:00:00,1.35077,1.3532,1.35077,1.3521,4863.7000194788
20131106,13:15:00,1.35215,1.35285,1.35208,1.3524,2926.18001294136
20131106,13:30:00,1.35239,1.3524,1.35132,1.35175,2689.51000785828
20131106,13:45:00,1.35175,1.35193,1.3505,1.35081,2482.40001523495
20131106,14:00:00,1.35081,1.35141,1.35047,1.35126,3059.15002536774
20131106,14:15:00,1.35126,1.35154,1.351,1.35102,1585.05001032352
20131106,14:30:00,1.35103,1.35142,1.3509,1.35133,1736.29000627995
20131106,14:45:00,1.35133,1.35242,1.35132,1.35203,3456.51001679897
20131106,15:00:00,1.35202,1.35245,1.3516,1.35169,3505.84000909328
20131106,15:15:00,1.35169,1.35213,1.3516,1.35197,2519.40001285076
20131106,15:30:00,1.35197,1.35203,1.35058,1.35116,3579.46002483368
20131106,15:45:00,1.35115,1.35139,1.3502,1.35039,3301.20001852512
20131106,16:00:00,1.35038,1.35117,1.35015,1.35106,3749.7800205946
20131106,16:15:00,1.35106,1.35153,1.35097,1.35141,2612.43000924587
20131106,16:30:00,1.35141,1.35165,1.3511,1.35154,2496.02001571655
20131106,16:45:00,1.35155,1.35471,1.35151,1.35399,8077.79002070427
20131106,17:00:00,1.35398,1.35467,1.35325,1.35388,6892.55002498627
20131106,17:15:00,1.35388,1.35454,1.3533,1.35337,4146.96002161503
20131106,17:30:00,1.35337,1.35423,1.35323,1.35365,3255.27001941204
20131106,17:45:00,1.35364,1.35371,1.35223,1.35265,4528.93001937866
20131106,18:00:00,1.35264,1.35301,1.35156,1.35253,4982.58002305031
20131106,18:15:00,1.35252,1.35275,1.35212,1.35222,2737.02001810074
20131106,18:30:00,1.35222,1.35293,1.35211,1.35281,2827.7400149107
20131106,18:45:00,1.35281,1.35311,1.35242,1.35288,2030.07001209259
20131106,19:00:00,1.35287,1.35304,1.3522,1.35241,2569.50001943111
20131106,19:15:00,1.35241,1.35251,1.35212,1.35245,1614.16001081467
20131106,19:30:00,1.35245,1.35283,1.35245,1.35282,2058.72001159191
20131106,19:45:00,1.35282,1.35322,1.3525,1.35258,1450.52000594139
20131106,20:00:00,1.35259,1.35293,1.35248,1.35284,1295.38000786304
20131106,20:15:00,1.3528,1.3529,1.35161,1.3517,1487.17001080513
20131106,20:30:00,1.35169,1.35206,1.35142,1.35177,1390.81000423431
20131106,20:45:00,1.35178,1.35235,1.35151,1.35212,1266.80000782013
20131106,21:00:00,1.3521,1.35215,1.35166,1.35181,988.630003333092
20131106,21:15:00,1.3518,1.35214,1.35175,1.35212,903.070005774498
20131106,21:30:00,1.35212,1.35226,1.3517,1.352,942.690006136894
20131106,21:45:00,1.352,1.35225,1.35188,1.35215,737.120002269745
20131106,22:00:00,1.35211,1.35246,1.35208,1.35246,990.710004806519
20131106,22:15:00,1.35245,1.35253,1.35223,1.35241,1415.75000977516
20131106,22:30:00,1.35241,1.35241,1.35198,1.35218,1119.98000641167
20131106,22:45:00,1.3522,1.35224,1.35202,1.35223,1563.5100087896
20131106,23:00:00,1.35223,1.35224,1.35205,1.35205,818.360009267926
20131106,23:15:00,1.35205,1.35208,1.35173,1.35173,1020.87000393867
20131106,23:30:00,1.35175,1.35199,1.35174,1.35188,668.500004410744
20131106,23:45:00,1.3519,1.35192,1.3512,1.35126,832.720003135502
20131107,00:00:00,1.35124,1.3516,1.35124,1.35141,353.490003041923
20131107,00:15:00,1.35143,1.35162,1.3514,1.35145,330.070002913475
20131107,00:30:00,1.35145,1.35151,1.35131,1.35139,188.340000152588
20131107,00:45:00,1.35139,1.35165,1.35137,1.35154,538.520003676414
20131107,01:00:00,1.35153,1.35153,1.35135,1.35153,290.420002818108
20131107,01:15:00,1.35153,1.35168,1.35144,1.35156,294.870001316071
20131107,01:30:00,1.35157,1.35174,1.3515,1.35165,450.390002250671
20131107,01:45:00,1.35165,1.35177,1.35165,1.35175,270.470000982285
20131107,02:00:00,1.35173,1.35187,1.35117,1.3512,1236.15001070499
20131107,02:15:00,1.3512,1.35127,1.35071,1.35111,1281.67000639439
20131107,02:30:00,1.35111,1.35126,1.3509,1.35107,752.28000330925
20131107,02:45:00,1.35106,1.35107,1.35004,1.35087,2115.32001578808
20131107,03:00:00,1.35087,1.35107,1.35042,1.35096,1736.89001166821
20131107,03:15:00,1.351,1.35107,1.35072,1.35097,1412.53001177311
20131107,03:30:00,1.35097,1.35144,1.35097,1.35128,1029.03000974655
20131107,03:45:00,1.35128,1.35146,1.35114,1.35114,555.360006093979
20131107,04:00:00,1.35115,1.35186,1.35111,1.35186,1251.46000929177
20131107,04:15:00,1.35185,1.35186,1.35142,1.35184,911.180007457733
20131107,04:30:00,1.35184,1.35185,1.35152,1.35165,415.500002622604
20131107,04:45:00,1.35165,1.35166,1.3515,1.35154,300.410002231598
20131107,05:00:00,1.35155,1.35177,1.35144,1.35162,483.380004286766
20131107,05:15:00,1.35161,1.35193,1.35151,1.35174,272.220002293587
20131107,05:30:00,1.35173,1.35176,1.35152,1.35163,256.570001125336
20131107,05:45:00,1.35164,1.35208,1.35151,1.35185,504.65000462532
