Date,Timestamp,Open,High,Low,Close,Volume
20190304,01:00:00,1.13811,1.13826,1.13758,1.13761,641.199999451637
20190304,01:15:00,1.13761,1.13775,1.13757,1.13771,643.109999299049
20190304,01:30:00,1.1377,1.13776,1.13762,1.13776,455.539998531342
20190304,01:45:00,1.13776,1.13779,1.13766,1.13775,187.849999785423
20190304,02:00:00,1.13775,1.13812,1.13759,1.13766,3070.90999174118
20190304,02:15:00,1.13765,1.1379,1.13752,1.13752,2291.8399875164
20190304,02:30:00,1.13753,1.1378,1.13752,1.13757,1722.54999375343
20190304,02:45:00,1.13757,1.1376,1.13722,1.13749,1685.11999619007
20190304,03:00:00,1.13749,1.1375,1.13689,1.13729,1905.70000064373
20190304,03:15:00,1.13728,1.13734,1.13711,1.13711,2008.09000133723
20190304,03:30:00,1.13711,1.13714,1.13676,1.13684,3159.08999621868
20190304,03:45:00,1.13684,1.13696,1.13677,1.13694,3005.60999619961
20190304,04:00:00,1.13693,1.13699,1.13681,1.13691,2646.49999690056
20190304,04:15:00,1.1369,1.13699,1.13676,1.13677,1993.57999432087
20190304,04:30:00,1.13677,1.13687,1.13667,1.13684,1980.17999887466
20190304,04:45:00,1.13685,1.13687,1.13678,1.13686,1597.2099994421
20190304,05:00:00,1.13687,1.13704,1.13684,1.13704,1820.66999566555
20190304,05:15:00,1.13703,1.13704,1.13685,1.13687,1346.62999761105
20190304,05:30:00,1.13687,1.13697,1.13677,1.13678,1776.42000186443
20190304,05:45:00,1.13681,1.13683,1.13637,1.1365,2843.22000205517
20190304,06:00:00,1.13651,1.13669,1.13641,1.13663,1273.7600030899
20190304,06:15:00,1.13663,1.13663,1.13617,1.13621,1765.90999865532
20190304,06:30:00,1.13622,1.13638,1.13617,1.13637,1661.73000335693
20190304,06:45:00,1.13638,1.13675,1.13633,1.13666,2359.44000375271
20190304,07:00:00,1.13667,1.13674,1.13643,1.13654,1734.43000948429
20190304,07:15:00,1.13655,1.13671,1.13652,1.13656,1387.71000039577
20190304,07:30:00,1.13657,1.13658,1.13638,1.13639,1716.42999887466
20190304,07:45:00,1.13638,1.13649,1.13637,1.13644,1154.47999894619
20190304,08:00:00,1.13645,1.13662,1.1362,1.1363,5837.5200843811
20190304,08:15:00,1.13629,1.13636,1.13616,1.13626,1891.00000166893
20190304,08:30:00,1.13624,1.13636,1.13619,1.13628,1818.76000154018
20190304,08:45:00,1.13628,1.13638,1.13623,1.13623,1551.96000385284
20190304,09:00:00,1.13622,1.13629,1.13613,1.13624,1391.10000240803
20190304,09:15:00,1.13624,1.13651,1.13605,1.1365,2168.3299973011
20190304,09:30:00,1.13649,1.1365,1.13637,1.13648,1684.18001079559
20190304,09:45:00,1.13648,1.13679,1.13639,1.13657,1404.20999968052
20190304,10:00:00,1.13657,1.13691,1.13638,1.13687,2171.70000505447
20190304,10:15:00,1.13687,1.13687,1.13627,1.13646,3515.30999457836
20190304,10:30:00,1.13646,1.13652,1.13597,1.13597,5918.03000068665
20190304,10:45:00,1.13597,1.13597,1.13554,1.13579,6033.51000952721
20190304,11:00:00,1.13578,1.13579,1.13475,1.13495,7575.42999088764
20190304,11:15:00,1.13495,1.13495,1.13429,1.13443,8463.64999866486
20190304,11:30:00,1.13445,1.1346,1.1334,1.13361,8353.02999317646
20190304,11:45:00,1.13365,1.13428,1.1336,1.13426,8815.97001814842
20190304,12:00:00,1.13426,1.13438,1.1337,1.13411,7834.24000453949
20190304,12:15:00,1.1341,1.13463,1.13406,1.13452,5447.27000379562
20190304,12:30:00,1.13452,1.13468,1.13436,1.13455,5857.37000179291
20190304,12:45:00,1.13455,1.13463,1.13418,1.13428,5919.65998530388
20190304,13:00:00,1.13427,1.13451,1.13396,1.13414,6309.68999576569
20190304,13:15:00,1.13414,1.1344,1.13394,1.1341,5751.62999141216
20190304,13:30:00,1.13411,1.13421,1.13379,1.13381,4328.69000029564
20190304,13:45:00,1.13381,1.13383,1.13345,1.13375,6348.35000145435
20190304,14:00:00,1.13376,1.13426,1.1337,1.13421,7350.08001947403
20190304,14:15:00,1.13421,1.13426,1.13379,1.13395,5990.64999258518
20190304,14:30:00,1.13394,1.13395,1.13364,1.13377,6275.55998945236
20190304,14:45:00,1.13378,1.13387,1.13275,1.1333,7608.98999357224
